Hearing Date,Case Number,Location,MVA Cluster,MVA Code,HDLC,NCDC,NCDC Adjusted,Vacant Lot,Vacant Lot Revised,Vacant Lot Code,Market Assessment,Market Code,Roof ,Roof Code,Exterior,Exterior Code,Foundation,Foundation Code,Overall Condition,Overall Condition Code,Character?,Character Code,Abatement Recommendation,Recommendation Code,Reviewer notes,Zipcode,GeoPIN,XPos,YPos,Potential Error in Lot Status?,Potential Error in Market Status,Reviewer
8/27/2013,12-09836-PNBL,1940-1942 Egania St,N/A,N/A,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,Unpaid Taxes,70117,41121658,3697657.359,537393.5469,0,0,JN
8/26/2013,13-03410-PNBL,2 Belleville Ct,G,7,0,1,1,0,N/A,N/A,Very Weak (Poor demand and weak sales),,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Demolish,0,0,70114,41004373,3687592.301,527016.7639,0,0,AW
8/15/2013,13-01827-PNBL,200 Neil Ave,C,3,0,0,0,0,N/A,N/A,Very Weak (Poor demand and weak sales),,2. Fair,2. Fair,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,0,70131,41143868,3706104.584,518811.6667,0,0,AW
8/5/2013,12-11965-PNBL,2007-2009 Orleans Ave,F,6,1,1,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,3. Poor,3. Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70116,41016458,3678974.514,535482.6473,0,0,Demo
8/5/2013,13-01556-PNBL,201 N Rampart St,A,1,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),,N/A,N/A,3. Poor,3,N/A,N/A,3. Poor,3,No,0,Demolish,0,0,70112,41018544,3680227.664,532018.0447,0,0,Demo
8/27/2013,CEHB-11-3614,2013 N Miro St,G,7,0,1,1,Yes,No,0,N/A,,N/A,N/A,N/A,N/A,4. Very Poor,4,N/A,N/A,N/A,N/A,Sell,1,Unpaid Fees,70119,41074251,3683290.708,540299.5036,1,0,JN
8/27/2013,CEHB-11-3233,2027 Annette St,F,6,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70116,41077230,3682947.548,539721.3553,0,0,Demo
8/27/2013,CEHB-11-3231,2031 Annette St,F,6,0,1,1,0,N/A,N/A,Very Weak (Poor demand and weak sales),,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70116,41077232,3682945.55,539744.4309,0,0,AW
8/29/2013,13-05309-PNBL,2104-2106 Desire St,F,6,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70117,41068385,3691072.07,539555.9887,0,0,Demo
8/12/2013,CEHB-11-5956,2117 N Claiborne Ave,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,3. Poor,3. Poor,3. Poor,3,2. Fair,2,3. Poor,3,Yes,1,Sell,1,0,70116,41063575,3684592.641,538227.7676,0,0,Demo
8/27/2013,12-09503-PNBL,2130-2132 Pauger St,G,7,0,1,1,Yes,Yes,1,Very Weak (Poor demand and weak sales),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70116,41061011,3683678.385,537575.2352,0,0,Demo
8/29/2013,13-01768-PNBL,2134 Bartholomew St,E,5,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,2. Fair,2,2. Fair,2,1. Good,1,Yes,1,Sell,1,0,70117,41062543,3692726.556,539376.4373,0,0,DG
8/29/2013,13-04498-PNBL,217 N Broad St,B,2,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),,3. Poor,3. Poor,3. Poor,3,N/A,N/A,3. Poor,3,No,0,Sell,1,0,70119,41020352,3675619.93,535689.2718,0,0,Demo
8/29/2013,12-11372-PNBL,2214 Pauline St,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),,2. Fair,2. Fair,2. Fair,2,3. Poor,3,2. Fair,2,Yes,1,Sell,1,0,70117,41060565,3692189.883,539746.5303,0,0,Demo
8/26/2013,13-01822-PNBL,2216-2218 Philip St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70113,41036954,3675854.771,525238.2085,0,0,Demo
8/29/2013,12-12052-PNBL,2220 Pauline St,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70117,41060567,3692201.032,539789.3399,0,0,Demo
8/26/2013,13-02018-PNBL,2224 Philip St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,3. Poor,3. Poor,4. Very Poor,4,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70113,41038944,3675823.757,525287.4475,0,0,Demo
8/15/2013,12-08368-PNBL,2225 Forstall St,N/A,N/A,0,1,1,Yes,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,4. Very Poor,4,N/A,N/A,N/A,N/A,Yes,1,Sell,1,0,70117,41121881,3697549.563,538508.8806,1,0,DG
8/22/2013,CEHB-11-7191,2229 Forstall St,N/A,N/A,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70117,41121882,3697505.415,538552.1564,0,0,Demo
8/27/2013,13-02674-PNBL,2237 Lapeyrouse St,F,6,1,1,0,0,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70119,41081151,3680294.135,539290.8349,0,0,AW
8/20/2013,12-07481-PNBL,232 28Th St,C,3,0,0,0,0,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,0,70124,41025768,3665523.596,550136.8664,0,0,AW
8/20/2013,12-09181-PNBL,2405 St Bernard Ave,F,6,0,1,1,Yes,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,4. Very Poor,4,N/A,N/A,N/A,N/A,No,0,Sell,1,0,70119,41077852,3680760.502,540869.4477,1,0,DG
8/26/2013,HCEC-12-01069,2429 St Ann St,G,7,1,1,0,No,No,0,Very Weak (Poor demand and weak sales),,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70119,41016780,3677881.011,536605.2442,0,0,Demo
8/29/2013,13-04580-PNBL,2500-2502 St Philip St,F,6,1,1,0,0,N/A,N/A,Very Weak (Poor demand and weak sales),,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70119,41016951,3678138.666,537220.383,0,0,AW
8/5/2013,13-02178-PNBL,2521 N Claiborne Ave,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,Unpaid Fees..WIP,70117,41063623,3687244.904,538442.6573,0,0,JN
8/29/2013,CEHB-11-7339,2524 Gravier St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70119,41032061,3674644.762,532921.5009,0,0,Demo
8/15/2013,CEHB-11-5590,2556 N Miro St,G,7,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,needs CNAP,70117,41059787,3687386.869,540471.9521,0,0,Demo
8/15/2013,CEHB-11-1217,2600 Franklin Ave,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),,2. Fair,2. Fair,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,Unpaid Fees,70117,41071766,3687352.087,542089.0381,0,0,JN
8/27/2013,CEHB-11-5754,2620-2622-2626 Flood St,G,7,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70117,41123380,3699244.625,539674.6066,0,0,Demo
8/27/2013,CEHB-11-5753,2632 Flood St,G,7,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70117,41123379,3699213.727,539764.6953,0,0,Demo
8/12/2013,13-00331-PNBL,2712-14 Clara St,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70113,41181535,3673756.894,526160.9569,0,0,Demo
8/26/2013,13-00431-PNBL,2712-2714 Chartres St,B,2,1,1,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70117,41068740,3687052.118,534455.1675,0,0,DG
8/27/2013,13-05364-PNBL,2723 Allen St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70119,41076790,3682339.971,542228.8298,0,0,Demo
8/15/2013,12-08233-PNBL,2754 Verbena St,D,4,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,Unpaid Fees,70122,41110090,3688206.242,547810.2945,0,0,JN
8/20/2013,CEHB-11-7390,2816 Leonidas St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70118,41029835,3664591.597,533960.9178,0,0,Demo
8/22/2013,CEHB-11-1047,2934 Orleans Ave,D,4,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70119,41019375,3675789.007,537646.5439,0,0,DG
8/27/2013,CEHB-12-1828,3017 Pauger St,G,7,0,1,1,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,0,70119,41074680,3683588.487,540809.2721,0,0,DG
8/29/2013,12-12155-PNBL,3127 Orleans Ave,D,4,1,1,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,3. Poor,3. Poor,3. Poor,3,2. Fair,2,3. Poor,3,N/A,N/A,Demolish,0,0,70119,41019454,3675162.738,538351.6342,0,0,Demo
8/20/2013,12-07461-PNBL,3132-3132 1/2 Rabbits St,H,8,0,0,0,Yes,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,0,70122,41090736,3688317.349,544654.8278,1,0,DG
8/20/2013,CEHB-11-0164,3201 Homer St,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70114,41007078,3696116.555,528133.9617,0,0,Demo
8/20/2013,12-08008-PNBL,3214 Pine St,D,4,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,2. Fair,2. Fair,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,Unpaid Fees,70125,41028324,3667977.878,532789.4534,0,0,JN
8/20/2013,13-05070-PNBL,3251-53-55-57 Bloomingdale Ct,F,6,0,1,1,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70125,41045531,3668937.37,532365.8086,0,0,Demo
8/15/2013,12-09514-PNBL,3301 Pine St,D,4,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70125,41044934,3668158.757,532914.9958,0,0,Demo
8/15/2013,12-09082-PNBL,3305-3307 Pine St,D,4,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70125,41044935,3668177.601,532939.8154,0,0,Demo
8/5/2013,12-07761-PNBL,3318 Elysian Fields Ave,D,4,0,0,0,0,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,3. Poor,3. Poor,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70122,41078845,3684172.005,544978.9087,0,0,AW
8/26/2013,12-11326-PNBL,3319 Pauger St,G,7,0,1,1,0,N/A,N/A,Very Weak (Poor demand and weak sales),,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70119,41074704,3683499.357,541946.6115,0,0,AW
8/8/2013,13-04378-PNBL,3500 Mansfield Ave,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,2. Fair,2. Fair,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70131,41140640,3709095.563,517905.1364,0,0,DG
8/20/2013,CEHB-11-7001,3511 St Ferdinand,G,7,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70126,41128823,3690141.909,545894.1954,0,0,Demo
8/22/2013,13-01174-PNBL,3529 Marigny St,D,4,0,0,0,Yes,No,0,N/A,,N/A,N/A,4. Very Poor,4,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,Part/Struct Remains,70122,41077304,3684736.949,545810.9356,1,0,JN
8/20/2013,CEHB-11-1313,3611 Kent Dr,E,5,0,0,0,0,N/A,N/A,Very Weak (Poor demand and weak sales),,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70131,41143516,3708702.373,517575.702,0,0,AW
8/27/2013,13-04634-PNBL,3616 Cadillac St,F,6,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1,Sell,1,0,70122,41107193,3676980.342,545430.5664,0,0,DG
8/19/2013,12-12922-PNBL,3701 Preston Pl,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,2. Fair,2. Fair,1. Good,1,2. Fair,2,2. Fair,2,No,0,Sell,1,0,70131,41138048,3708408.239,517471.7645,0,0,Demo
8/5/2013,13-02415-PNBL,3815 Peach Tree Ct,C,3,0,0,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,3. Poor,3. Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,Yes,1,Sell,1,Unpaid Fees,70131,41131422,3703882.402,512580.6902,0,0,JN
8/22/2013,12-08189-PNBL,3900 Metropolitan St,G,7,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70126,41090551,3691463.075,547580.5655,0,0,Demo
8/19/2013,CEHB-11-6424,3912 Bienville Ave,B,2,0,1,1,0,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70119,41021451,3672083.592,538457.8419,0,0,AW
8/27/2013,12-08190-PNBL,3912 Metropolitan St,G,7,0,0,0,Yes,Yes,1,Very Weak (Poor demand and weak sales),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,PN/NEEDS CNAP,70126,41090553,3691458.12,547635.5571,0,0,Demo
8/27/2013,12-11106-PNBL,3929 Iroquois St,G,7,0,0,0,0,N/A,N/A,Very Weak (Poor demand and weak sales),,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70126,41111927,3689192.372,547783.817,0,0,AW
8/26/2013,12-10132-PNBL,3931 General Taylor,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,3. Poor,3. Poor,4. Very Poor,4,2. Fair,2,4. Very Poor,4,No,0,Sell,1,0,70125,41048666,3670765.184,529150.0147,0,0,Demo
8/19/2013,12-10277-PNBL,4001 Downman Rd,G,7,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Sell,1,0,70126,41129636,3696202.177,552182.824,0,0,Demo
8/20/2013,12-11103-PNBL,4007-09 Banks St,B,2,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),,1. Good,1. Good,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,Unpaid Fees,70119,41033950,3670735.947,537233.4863,0,0,JN
8/27/2013,CEHB-11-7389,4027 Hollygrove St,F,6,0,1,1,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70118,41024429,3666502.761,537953.5388,0,0,Demo
8/20/2013,CEHB-11-0056,4034 Iroquois St,G,7,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,0,70126,41165625,3689091.436,548030.2502,0,0,DG
8/8/2013,CEHB-11-7355,4113 N Villere St,E,5,0,1,1,0,N/A,N/A,Very Weak (Poor demand and weak sales),,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70117,41063108,3692570.497,536406.2131,0,0,AW
8/5/2013,CEHB-11-0741,4116 General Pershing St,B,2,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,3. Poor,3. Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,Yes,1,Sell,1,Unpaid Fees,70125,41059709,3670049.733,529282.0035,0,0,JN
8/8/2013,13-03981-PNBL,4204 St Anthony Ave,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,2. Fair,2. Fair,2. Fair,2,N/A,N/A,2. Fair,2,No,0,Demolish,0,0,70122,41109245,3682441.418,548038.4348,0,0,Demo
8/26/2013,CEHB-11-7386,4241 America St,E,5,0,0,0,0,N/A,N/A,Very Weak (Poor demand and weak sales),,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,0,70126,41180838,3700028.63,552383.9927,0,0,AW
8/27/2013,12-12163-PNBL,4331 Stephen Girard Ave,E,5,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,Unpaid Fees,70126,41111716,3690423.778,550170.8997,0,0,JN
8/8/2013,12-11431-PNBL,4513 Touro St,C,3,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,Unpaid Fees,70122,41106764,3683268.974,549254.6837,0,0,JN
8/8/2013,CEHB-11-3435,4524-4526 N Robertson St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70117,41061954,3693895.606,536277.2564,0,0,DG
8/8/2013,CEHB-11-2129,4559 Rosemont Pl,D,4,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70126,41092224,3702892.298,553998.8711,0,0,Demo
8/15/2013,13-02181-PNBL,4618 Lancelot Dr,E,5,0,0,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70127,41100784,3707468.892,554583.5507,0,0,Demo
8/29/2013,12-09049-PNBL,4624-4626 Magnolia St,D,4,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,1. Good,1. Good,4. Very Poor,4,1. Good,1,3. Poor,3,Yes,1,Sell,1,Fees Are Paid,70115,41182484,3669500.082,524610.5386,0,0,JN
8/19/2013,CEHB-11-1867,4667 Longfellow Dr,E,5,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,0,70127,41101105,3709732.889,555385.864,0,0,Demo
8/22/2013,12-10898-PNBL,4673 Read Blvd,C,3,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,0,70127,41103082,3712901.977,555844.9081,0,0,DG
8/20/2013,13-05001-PNBL,4701 Good Dr,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,2. Fair,2. Fair,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,Unpaid Fees,70127,41104444,3714879.991,556609.086,0,0,JN
8/5/2013,12-11775-PNBL,4709-4711 Baudin St,D,4,0,1,1,0,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70119,41034543,3668106.943,538685.5163,0,0,AW
8/20/2013,CEHB-11-1395,4717-4719 Clio St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70125,41045647,3669631.904,532797.044,0,0,DG
8/8/2013,CEHB-12-1089,4721 Read Blvd,C,3,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70127,41103747,3712877.305,556092.8223,0,0,Demo
8/22/2013,CEHB-12-1570,4917 Demontluzin St,D,4,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70122,41086803,3687190.238,551130.7295,0,0,DG
8/27/2013,CEHB-11-7627,5027 Hauck Dr,C,3,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,Unpaid Fees,70127,41105108,3714504.491,557992.7673,0,0,JN
8/5/2013,13-02187-PNBL,5100 Feliciana Dr,E,5,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70126,41087247,3689868.905,552088.9746,0,0,Demo
8/8/2013,13-01317-PNBL,522 Bragg St,C,3,0,0,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,0,70124,41009041,3668230.758,550032.6387,0,0,DG
8/19/2013,13-00854-PNBL,529 S Pierce St,D,4,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70119,41033366,3670277.269,536603.6913,0,0,DG
8/22/2013,12-07660-PNBL,535 Caffin Ave,E,5,1,1,0,No,No,0,Very Weak (Poor demand and weak sales),,4. Very Poor,4. Very Poor,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,0,70117,41183832,3697558.853,531847.9848,0,0,Demo
8/5/2013,12-10175-PNBL,5522 Wickfield Dr,E,5,0,0,0,0,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,4. Very Poor,4. Very Poor,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,0,70122,41084779,3681022.675,553410.1911,0,0,AW
8/8/2013,13-03297-PNBL,5754 Elysian Fields Ave,D,4,0,0,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,3. Poor,3. Poor,2. Fair,2,N/A,N/A,2. Fair,2,Yes,1,Sell,1,0,70122,41084008,3683394.253,554284.1682,0,0,Demo
8/8/2013,CEHB-11-1552,6017 Urquhart St,H,8,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),,3. Poor,3. Poor,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70117,41122956,3699628.31,534176.2204,0,0,Demo
8/27/2013,13-05598-PNBL,611 Deslonde St,E,5,1,1,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70117,41182082,3694936.011,532695.647,0,0,DG
8/15/2013,12-07330-PNBL,6124 Mandeville St,F,6,0,0,0,0,N/A,N/A,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70122,41073726,3684150.062,555617.537,0,0,AW
8/29/2013,CEHB-12-1567,6225-6227 Franklin Ave,G,7,0,0,0,No,No,0,Very Weak (Poor demand and weak sales),,3. Poor,3. Poor,4. Very Poor,4,3. Poor,3,3. Poor,3,No,0,Demolish,0,0,70122,41073466,3686463.3,556231.3639,0,0,Demo
8/22/2013,12-07415-PNBL,6551 Morrison Rd,C,3,0,0,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,1. Good,1. Good,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,Unpaid Fees,70126,41095195,3697909.805,558509.4221,0,0,JN
8/8/2013,13-01728-PNBL,6813 Catina St,B,2,0,0,0,0,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),,2. Fair,2. Fair,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,0,70124,41013479,3667152.938,552940.8115,0,0,AW
8/8/2013,12-10848-PNBL,6910-6912 Boston Dr,D,4,0,0,0,Yes,Yes,1,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,0,70127,41089400,3706563.007,560185.8025,0,0,Demo
8/15/2013,13-00789-PNBL,7152 W Tamaron Blvd,C,3,0,0,0,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",,1. Good,1. Good,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,0,70128,41113997,3718075.961,568961.6548,0,0,Demo
8/20/2013,12-08652-PNBL,725 Jourdan Ave,E,5,1,1,0,No,No,0,Very Weak (Poor demand and weak sales),,2. Fair,2. Fair,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,no picture,70117,41122817,3694717.26,533234.9356,0,0,Demo
